Date,Time,Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary
2019,8:30,"Karaj, Iran",Saha Air,,Bishkek - Payam,Boeing 707-3J9C,EP-CPP,21128/917,16,13,3,15,13,2,0,"The cargo plane was operated by the Iranian Air Force. The plane was to land on runway 30 at Payham Airport but instead landed on runway 31L at Fat'h Airport. Runway 30 is more than twice as long as runway 31L.The plane went off the runway, smashed through an airport wall separating the airport from a residential neighborhood, broke up and caught fire. Only the fight engineer survived."
2019,12:45,"Houston, Texas",Atlas Air serving Amazon,3591,Miami - Houston,Boeing 767-375ER,N1217A,25865,3,0,3,3,0,3,0,ATC lost radar contact with the cargo jet when it was 30 miles southeast of George Bush International Airport. The plane crashed into Trinity Bay and broke apart in muddy water about 5 feet deep.
2019,10:40,"Vereda La Bendicion, Colombia",Laser Aereo Colombia,,San Jose - Villavicencio,Douglas DC-3,HK-2494,:33105/16357,14,11,3,14,11,3,0,"While on approach to land, the crew contacted ATC and declared an emergency after which the airplane crashed in flames in a palm grove, 35 km south of La Vanguardia Airport. The crew reported engine problems."
2019,8:44,"Bishoftu, Ethiopia",Ethiopian Airlines,302,Addis Ababa - Nairobi,Boeing 737 Max 8,ET-AVJ,63450/7243,157,149,8,157,149,8,0,"The internationally scheduled airliner crashed 6 minutes after taking off from Addis Ababa-Bole Airport. The pilot sent out a distress call and was given clearance to return to the airport. The crash site, some 31 miles southeast of the airport, contained a smoky crater with small pieces of wreckage. The accident might have been related to a software error on he Max 8.."
2019,11:00,"Puerto Montt, Chile",Archipelagos Service Aereos,,Puerto Montt - Ayacara,Pilatus-Britten Norman BN-2B-27 Islander,CC-CYR,2169,6,5,1,6,5,1,0,"While the aircraft was in the initial climb, plane lost height and crashed in flames into a house located in a residential area about 400 meters from the airfield."
2019,18:30,"Near Monclava, Mexico",TVPX Aircraft Solutions,,Las Vegas - Monterrey,Canadair CL-600-2B16-Challenger,N601VH,5043,13,11,2,13,11,2,0,"The aircraft crashed while en route on a return trip from Las Vegas to Monterrey, Mexico."
2019,18:30,"Moscow, Russia",Aeroflot Russian International Airlines,,Moscow - Murmansk,Sukhoi Superjet-100-95B,RA-89098,95135,78,73,5,41,40,1,0,"Forty-five minutes after taking off from Moscow's Sheremetyevo Airport, the plane returned to make an emergency landing. About 16-21nm west of Sheremetyevo Airport there was a thunderstorm. The aircraft was climbing through 7,900 feet when an electrical failure occurred, the flight control system degraded to ""DIRECT MODE"", the autopilot automatically disconnected; the aircraft was in the middle of thunderstorm activity. The captain assumed manual control of the aircraft until the end of the flight. The crew decided to return to Sheremetyevo and performed a manual ILS approach to runway 24L. At the time the aircraft intercepted the glideslope the aircraftâ€™s mass was above the maximum landing weight. The crew deployed the flaps to 25 degrees in accordance with the flight crew operating manual for flight with minimum mode (DIRECT MODE) of the FCS as well as landing above MLW. At 15:26Z the crew set the emergency transponder code. Vapp was determined to be 155 KIAS, the descent on the glideslope was stabilised and without any deviation from Vapp. Descending between 1,100 and 900 feet the crew received 5 cycles of predictive windshear warnings. Descending through 260 feet AGL the aircraft began to deviate below the glide slope, a â€˜GLIDESLOPEâ€™ warning occurred. Descending between 180 to 40 feet the engine thrust was increased causing the aircraft to accelerate to 164 knots. At 16 feet AGL the speed was 170 KIAS. A Terrain Awareness Warning System aural signal â€˜Retardâ€™ occurred. The engine thrust was reduced to idle. At that point the captain began to apply oscillating pitch inputs with increasing amplitude which changed the pitch angle up to +6 and -2 degrees. The aircraft made a ""three point"" touchdown 900 meters past the runway threshold at 158 KIAS and a vertical load of +2.55G and bounced up to 6 feet AGL. The spoilers did not deploy. In DIRECT MODE they are not permitted to operate automatically and need to be extended manually, however the spoilers were not manually extended by the crew. Two seconds after the first touchdown the aircraft touched down a second time with the nose gear first at 155 KIAS and +5.85G. The aircraft bounced off again to 18 feet AGL. A third touchdown occurred at 140 KIAS in excess of +5G resulting in the destruction of the construction, a fuel spill and fire."
2019,13:00,"Near Lipo, India",Military - Indian Air Force,, Jorhat-Rowriah - Mechuka,Antonov An-32,K2752,1009,13,5,8,13,5,8,0,Crashed about 34km WNW of Mechuka.
2019,2:00,"Rawalpindi, India",Military - Pakistan Army,,Training,Beechcraft B300 King Air,766,B766,5,0,5,5,0,5,14,"The Pakistani military plane, on a training flight, crashed into residential structures in Mora Kalu Village on the outskirts of Rawalpindi. The aircraft was destroyed killing 18 people, including the 2 pilots, 3 crew members and 14 civilians on the ground."
2019,2:28,"Toledo, Ohio",Private,,Millington - Toledo,Convair CV-440F,"	N24DR",393,2,0,2,2,0,2,0,"The Cargo plane was preparing to land at Toledo when it crash into a truck repair shop, one-half mile short of the runway. Both persons aboard were killed."
2019,7:29,"Lviv, Ukraine",Ukraine Air Alliance ,4050,Vigo - Lviv - Istanbul,Antonov An-12BK,UR-CAH,8345604,8,1,7,5,1,4,0,"The chartered cargo plane, planning to stop for refueling at Lviv, and continue on to Istanbul, ran out of fuel and crashed less than a mile from the runway into brush."
2019,9:15,"Goma, Democratic Republic of Congo",Busy Bee Congo,,Goma - Beni,Dornier 228-201,9S-GNH,8030,19,17,2,19,17,2,7,The passenger plane crashed about a minute after taking off from Goma Airport into the Mapendo neighborhood.
2019,7:22,"Almaty, Kazakhstan",Bek Air,Z92100,Almaty - Nursultan Nazabavev,Fokker 100,UP-F100,11496,98,95,3,12,11,1,0,"While taking off, the tail of the plane struck the runway twice, the aircraft lost altitude, went through a perimeter fence and crashed into a two-story building 700 meters from the end of the runway. There was no fire."
2020,,"Geneina, Sudan",Sudanese Air Force,,Geneina - Khartoum,Antonov An12-A,,2340606,18,9,9,18,9,9,,"The aircraft crashed shortly after taking off from the airport, killing alll 18 occupants, including three children. The aircraft was returning to Khartoum after delivering medical aid."
2020,6:18,"Near Shahriah, Iran",Ukraine International Airlines,PS752,Tehran - Kiev,Boeing 737-8KV WL,UR-PSR ,38124/5977,176,167,9,176,167,9,0,"The plane took off from Tehran International Airport at 06:11. After reaching 20 km from the airport and at an altitude of 7,900 ft. the plane suddenly crashed to the ground. The aircraft disintegrated leaving a 300 m long path of wreckage. A misaligned missile battery, miscommunication between troops and their commanders and a decision to fire without authorization all led to Iran’s Revolutionary Guard shooting down a Ukrainian jetliner."
2020,18:19,"Istanbul, Turkey",Pegasus Airlines,PC2193,Izmir - Istanbul,Boeing 737-86J,TC-IZK,37742,177,171,3,3,3,0,0,"While landing duriing high winds and heavey rain on runway 06, the plane suffered a runway excursion. The aircraft overran the runway, went down an embankment and impacted the airport perimeter wall breaking in three. The aircraft came to rest about 20 m below the runway elevation. The last recorded ground speed was 74 mph as the aircraft crossed the perimeter stop way. The airplane landed 1,500 meters past the runway threshold with a tailwind"
2020,20:00,"Manila, Philippines",Lion Air Inc.,,Manila - Tokyo,IAI 1124A Westwind II,RP-C5880,353,8,5,3,8,5,3,0,"The air ambulance crashed on takeoff from runway 24 at Ninoy Aquino International Airport while conducting a medical evacuatiion flight. The plane was carrying three medical personnel, three flight crew, a patient and a companion, a senator and head of the Philippine Red Cross, The decision of the PF to abort the take-off after VR that resulted to runway excursion. Incorrect pilot techniques or procedures in the high-speed rejected take-off. The crew's complacency by skipping required briefing item in the before take-off checklist, in this case, the considerations in the event of a malfunction before/after V1."
2020,14:40,"Karachi, Pakistan",Pakistan International Airline,PK8303,Lahore - Karachi,Airbus A320-214,AP-BLD,2274,99,91,8,97,89,8,0,"While landing, the aircraft scraped the runway three times. After the third impact, the pilot took the plane into the air. During his attempt to land, the engines oil tanks and fuel pumps were damaged. The plane managed to climb to 1,800 feet. The damage led to the loss of both engines. The crew declared a Mayday. The aircraft then descended fast, almost plunging. The plane impacted a residential area called Model Colony, featuring concrete multstory buildings, 0.74 miles short of runway 25L."
2020,19:14,"Calicut, India",Air India Exppress ,IX344,Dubai - Calicut,Boeing 737-8HG,VT-AXH,36323/2108,190,184,6,20,18,2,0,"The flight IX344 suffered a runway excursion while landing at Kozhikode-Calicut Airport in heavy rain. The nose section separated from the fuselage after going down a steep slope at the end of the runway. The pilot and copilot were among the dead. Non adherence to SOP by the pilot flying F as he continued an unstabilized approach and landed beyond the touchdown zone, half way down the runway, in spite of ‘Go Around’ call by PM which warranted a mandatory Go Around and the failure of the PM to take over controls and execute a Go Around."
2020,8:40,"Juba, South Sudan",South West Aviaiton,,Juba - Wau,Antonov 26B,EX-126,11508,8,5,3,7,4,3,0,The cargo plane lost height shortly after departure from Juba Airport and impacted a farm near Hai Referendum about 3nm southwest of the airport. One passenger survived in critical condition. The plane was chartered by the World Food Program to transport supplies and wages to Wau and Aweil.
2020,20:50,"Near Chuguev, Ukraine",Military - Ukraine Air Force,,Training,Antonov An26SH,76 yellow,5608,27,20,7,26,19,7,0,"The military transport, crashed 1.2 miles from Chuguev air base. The plane was carrying cadets from a nearby air force university on a training flight. The crew reported failure of an engine prior to the accident and crashed two miles short of the runway."
2021,14:40,"Near Jakarta, Indonesia",Sriwijaya Air,SJ182,Jakarta - Pontianak,Boeing 737-524,PK-CLC,27323/2616,62,56,6,62,56,6,0,"Sriwijaya Air flight 182 was climbing through 10,900 ft., 11 nm north of Jakarta-Soekarno-Hatta International Airport, over the Java Sea when radar and radio contact was lost. The aircraft then lost height rapidly and impacted the Java Sea. Debris was located near Lancang Island. It was found that a malfunctioning auto throttle caused a difference in the level of thrust between the plane’s two engines This had been a chronic problem for the past 8 years on this aircraft. The accident occurred when the auto throttle malfunctioned causing asymmetrical thrust and the pilots did not properly monitor their instruments to detect this."
2021,17:05,"Pieri, Sudan",South Sudan Supreme Airlines ,,Pieri - Yuai,Let L-410UVP-E,HK-4274 ,902525,10,8,2,10,8,2,0,"One of the engines on the aircraft failed 10 minutes after takeoff. When the plane turned back, the second engine failed. The airplane lost altitude and crashed."
2021,18:35,"Near Butte, Alaska",Soloy Helicopters ,,Sightseeing Charter,Eurocopter AS350B3 Ecureuil,N351SH,4598,6,5,1,5,4,1,0,"The sightseeing helicopter crashed after missing the top of a 6,000 ft mountain by just 10 - 15 ft. The crash site was near Knik glacier. The pilot, and four others were killed including Czech billionaire Petr Kellner."
2021,18:00,"Near Kaduna, Nigeria",Military - Nigerian Air Force,,,Beechcraft B300 King Air 350i,NAF203,FL-891,11,7,4,11,7,4,0,"While on final approach, in poor weather conditions, the aircraft crashed and burst into flames less than 10 km from Kaduna Airport. All 11 occupants were killed, incuding General Ibrahim Attahiru, Chief of Staff of the Nigerian Army."
2021,8:00,"Near Pyin Oo Lwin, Myanmar",Military - Myanmar Air Force,,Naypyidaw - Anisakan,Beechcraft 1900D,4610,"	E-325",14,12,2,12,11,1,0,The plane was carrying military personnel and monks when it crashed about 300 meters from a steel plant in the Mandalay region. The plane was attempting to land in poor weather conditions and broke into three pieces.
2021,11:30,"Patikul, Sulu, Philippines",Military - Philippine Air Force,,Cagayan de Oro-Lumbia - Jolo,Lockheed C-130H Hercules,5125,5125,96,88,8,49,49,0,0,"While attempting to land at Jolo Airport, the military transport overran the runway, struck two houses and burst into flames coming to rest on a coconut plantation."
2021,15:00,"Palana, Russia",Kamchatka Aviation Enterprise,251,Petropavlovsk - Palana,Antonov An 26B-100,RA-26085,12310,28,22,6,28,22,6,0,The passenger plane crashed into the top of a cliff while attempting to land in inclement weather. The debris fell into the sea. Contact was lost with the plane 10 minutes before it was to land.
2021,23:15,"Kazachinskoye , Russia",Aeroservice/SiLA,51,Irkutsk - Kazachinskoye ,Let L-410UVP-E20,RA-67042,2916,16,14,2,4,3,1,0,"The aircraft was on it's second approach when it crashed in heavy fog in a wooded area, 4 km short of the runway."
2021,19:14,"El Cajon, California",Med Jet,,Santa Ana - El Cajon,Learjet 35A,N880Z,35A-591,4,2,2,4,2,2,0,"The air ambulance flight was completing a turn for its final approach to runway 27R at San Diego-Gillespie Field when it crashed into a residential area of El Cajon, San Diego, 2.5 km east of the runway threshold and burst into flames. Prior to the crash, the flight crew requested the runway lights to be turned up, to which the controller replied that ""they are at 100% now."" All four people aboard were killed. Preliminary indications are the pilot requested a last-minute change to a visual approach on an east-to-west runway. The maneuvers the pilot needed to perform to make such a landing was needlessly complicated and dangerous, requiring a sharp bank while flying low to the ground."
2022,6:22,"Wuzhou, Guangxi, China",China Eastern Airlines,MU 5735,Kunming - Guangzhou,Boeing 737-89P WL,B-1791,41474/5453,132,123,9,132,123,9,0,"Flying at 29,098 feet, the jetliner started descending in a dive until it reached 7,400 feet. It then briefly climbed to 8,600 feet and then it made a steep dive, crashing in a mountainous wooded area. The airplane disintegrated upon impact killing all 132 people aboard."
2022,10:10,"Near Lete Pass, Nepal",Tara Air,,Pokhara - Jomsom,de Havilland Canada DHC-6 Twin Otter 300,9N-AET,619,22,19,3,22,19,3,0,"After takeoff, the pilot initiated a left turn to the left and continued to climb to 12,000 feet after which a turn was initiated to the right. In limited visibility, the aircraft impacted the slope of a mountain located in the area of Shikha,14 km southwest of Annapurna Mountain. The wreckage was found the following day. The aircraft disintegrated on impact killing all 22 occupants.
Sources"
2022,22:47,"Eleftheroupolis, Greece",Meridian,MEM3032,Nis- Amman,Antonov An-12,UR-CIC ,1347701,8,0,8,8,0,8,0,"The cargo plane carrying eight crew members and a load of ammunition, was bound for Amman. The crew was cruising at FL210 when they reported technical problems. Cleared to divert to Kavala Airport, the pilot made a 180 turn and started the descent. On approach to Kavala Airport at night with one engine on fire, the aircraft entered an uncontrolled descent and crashed at a speed of 200 knots in an agricultural zone located just out of the village of Eleftheroupolis, bursting into flames. The aircraft disintegrated on impact and all eight occupants were killed."
2022,8:53,"Bukoba, Tanzania",Precision Air,PW494,Dar es-Salaam -Bukoba,ATR 42-500,5H-PWF ,819,43,39,4,19,17,2,0,"While on final approach to Bukoba Airport, the crew encountered poor visibility due to heavy rain. Tthe airplane descended too low, and crashed into Lake Victoria, about 100 meters short of runway 31. Both pilots were killed."
2022,15:11,"Lima, Peru",LATAM,LA2213,Lima - Juliaca,Airbus 320-271N,CC-BHB,7864,108,102,6,0,0,0,0,"The Airbus A320 collided with a fire truck while it was accelerating for takeoff from Jorge Chávez International Airport in Lima, Peru. The plane was accelerating on runway 16 when it collided with a fire truck, which crossed the active runway without authorization. The crew rejected the takeoff at high speed (at about 130 knots) but wasn't able to avoid contact with the fire truck. As a result of the collision, the right main gear collapsed and caught fire due to the resulting friction against the runway. The aircraft veered right towards the right-hand runway edge coming to a stop partially off the runway about 2500 meters down the runway. Everyone on board was able to evacuate the plane, however, some sustained injuries. Two firefighters in the fire truck were killed."
2022,10:15,"Medellín, Colombia",AeroPaca SAS,,Medellín - Pizarro,Piper PA-31-350 Navajo Chieftain,HK-5121 ,31-7652004,8,6,2,8,6,2,0,"The plane was chartered to carry a team of six people from Medellín to Pizarro, Choco. Shortly after taking off from runway 02 at Medellín-Enrique Olaya Herrera Airport, the crew encountered engine problems. The airplane lost altitude, went out of control and crashed onto a house, less than one-half mile from the runway end and burst in flames."
2023,10:50,"Pokhara, Nepal",Yeti Airlines,YT691,Kathmandu - Pokhara,ATR 72-500-72-212-A,9NANC ,754,72,68,4,72,68,4,0,"Before approach, the pilot requested a change of runways from 30 to 12 at the newly opened Pokhara International Airport. While on approach, the aircraft appeared to pitch up and roll to the left, as the left wing stalled, before crashing into a gorge on the bank of the Seti River."
2023,,"Barcelos, Brazil",Manaus Aerotaxi,,,Embraer EMB-110P1 Bandeirante,PT-SOG ,110490,14,12,2,14,12,2,0,"The air taxi crashed in heavy rain while attempting to land at Barcelos Airport. Fourteen people including 12 passengers and 2 crew were killed. The pilot poor visibility, the pilot made his landing mid-runway and ran out of landing strip."
2023,6:30,"Rio Branco, Brazil",ART Taxi Aero,,Rio Branco - Envira,Cessna 208B Grand Caravan,PT-MEE ,208B0344,12,10,2,12,10,2,0,The air taxi crashed into a heavy wooded area near Rio Branco Airport shortly after takeoff.
2023,14:15," Morelos,  Mexico",Jet Rescue Air Ambulance,,Toluca - Cuernavaca Airport,"	Learjet 35A",XA-IRE,35A-354,4,2,2,4,2,2,0,"A business jet operating as an air ambulance, overran runway 20 at Cuenavaca Airport and went into step sided ravine, bursting into flames. The 2 pilots along with a doctor and paramedic were killed."
